0.065882,0.19731,0.10383,0.27036,0.61608,0.035856,0.42457,0.089701,0.36777,0.037065,0.075942,0.26391,0.077903,0.37201,0.21948,0.055327,0.10891,0.12775,0.11405,0.018581,0.10263,0.17268,0.073033,0.14034,0.1322,0.076015,0.032517,0.12884,0.12053,0.016615,0.10258,0.10162,0.06573,0.035213,0.079009,0.083773,0.021491,0.12162,0.067512,0.033777,0.099013,0.059408,0.081286,0.052345,0.0905,0.063582,0.081104,0.059101,0.097236,0.041576,0.083515,0.042379,0.082965,0.07717,0.11673,0.034761,0.10948,0.016423,0.099352,0.11376,0.086372,0.16765,0.10628,0.12578,0.090675,0.081256,0.12345,0.11337,0.074343,0.28167,0.067795,0.34418,0.038963,0.39437,0.049971,0.34487,0
0.049142,0.17597,0.10551,0.22709,0.59928,0.041217,0.43108,0.096801,0.32674,0.059661,0.017184,0.31469,0.012904,0.45311,0.20936,0.053331,0.081334,0.0075499,0.23488,0.04349,0.019631,0.16113,0.044329,0.13268,0.13041,0.073866,0.051192,0.030221,0.14487,0.023895,0.01679,0.12118,0.076889,0.054896,0.088678,0.097209,0.019548,0.026906,0.11328,0.020423,0.024929,0.085364,0.090844,0.011986,0.092177,0.072633,0.0068936,0.040413,0.0073727,0.030241,0.088277,0.10181,0.082933,0.11742,0.03004,0.12296,0.015721,0.081246,0.054884,0.087803,0.069228,0.14589,0.019964,0.1932,0.014135,0.13155,0.04531,0.069337,0.045386,0.25426,0.045447,0.33566,0.021719,0.44528,0.083978,0.35409,0
0.034172,0.22765,0.10877,0.1277,0.61249,0.056554,0.47064,0.041903,0.32427,0.044569,0.017012,0.28337,0.060468,0.36442,0.21801,0.065799,0.1008,0.041148,0.10311,0.029623,0.016676,0.12633,0.073546,0.16057,0.12732,0.076715,0.058565,0.0077638,0.074607,0.021533,0.016114,0.090223,0.077979,0.090263,0.07214,0.09145,0.035295,0.020528,0.063147,0.022222,0.038475,0.054014,0.094508,0.039474,0.086138,0.071334,0.014315,0.059481,0.019133,0.046476,0.054556,0.10162,0.073648,0.11788,0.032529,0.057997,0.029461,0.04095,0.033732,0.21823,0.051349,0.19085,0.045106,0.1809,0.036688,0.082467,0.019858,0.21884,0.041087,0.36046,0.047154,0.37741,0.052099,0.44503,0.071234,0.26146,0
0.062336,0.21798,0.080243,0.28959,0.54632,0.045779,0.42554,0.022841,0.33145,0.11905,0.036931,0.22498,0.051425,0.33797,0.1521,0.07268,0.1623,0.037585,0.05667,0.10692,0.017703,0.10961,0.076275,0.18745,0.059987,0.08759,0.11305,0.038817,0.03427,0.088544,0.018063,0.043295,0.08982,0.15601,0.018523,0.088568,0.092721,0.03622,0.045108,0.066557,0.035874,0.013387,0.08721,0.087777,0.076711,0.019268,0.079736,0.044408,0.043399,0.06994,0.067212,0.010513,0.085155,0.017055,0.073653,0.083279,0.020877,0.10569,0.081941,0.02322,0.089021,0.062116,0.069341,0.15856,0.011687,0.16581,0.083995,0.085479,0.087658,0.15188,0.07595,0.29346,0.022675,0.40829,0.06301,0.40138,0
0.06197,0.19836,0.11124,0.25346,0.60846,0.023631,0.41525,0.091866,0.30931,0.049142,0.093298,0.31555,0.051809,0.38867,0.21683,0.049581,0.049233,0.15687,0.20655,0.042255,0.10295,0.15544,0.059885,0.058975,0.12554,0.058147,0.06763,0.14834,0.1171,0.050259,0.078909,0.085289,0.082221,0.080176,0.076863,0.058436,0.06246,0.08233,0.045987,0.043482,0.067768,0.060132,0.063493,0.070777,0.047835,0.072733,0.076327,0.05672,0.066385,0.052332,0.049535,0.084414,0.048125,0.10744,0.057394,0.10858,0.072844,0.071208,0.052613,0.10278,0.026283,0.16288,0.063546,0.18555,0.050646,0.13066,0.021004,0.10696,0.032283,0.24857,0.015674,0.38628,0.039481,0.4347,0.069218,0.4054,0
0.068159,0.35129,0.12899,0.057838,0.51557,0.03697,0.50102,0.088189,0.33359,0.17748,0.064759,0.22044,0.057612,0.35089,0.16983,0.044283,0.17574,0.080425,0.055454,0.13724,0.10116,0.1304,0.068303,0.14023,0.10743,0.066427,0.091477,0.089741,0.071422,0.096538,0.092384,0.07893,0.068844,0.066202,0.070621,0.090319,0.043001,0.080598,0.063312,0.08021,0.073433,0.031405,0.069349,0.022532,0.12103,0.055434,0.072739,0.044616,0.078364,0.089334,0.10629,0.029986,0.093068,0.0696,0.063852,0.090647,0.098321,0.12605,0.076475,0.048942,0.067998,0.12286,0.073941,0.13269,0.084061,0.20622,0.066418,0.042722,0.043923,0.18289,0.028059,0.27842,0.027575,0.45664,0.059726,0.35354,0
0.088707,0.10309,0.11079,0.39681,0.59365,0.059416,0.37146,0.10934,0.40127,0.083669,0.11694,0.21979,0.12207,0.28899,0.21158,0.06409,0.11149,0.15965,0.049154,0.097634,0.10761,0.1357,0.068889,0.089278,0.12928,0.057474,0.097133,0.12734,0.053481,0.11615,0.096777,0.074059,0.03759,0.07928,0.082839,0.049844,0.10502,0.10471,0.011923,0.1279,0.074621,0.03173,0.037133,0.089558,0.0491,0.070241,0.057928,0.11133,0.068742,0.11608,0.075824,0.072081,0.066828,0.11023,0.07182,0.062655,0.081165,0.099327,0.11178,0.12255,0.086417,0.16368,0.06235,0.14998,0.080205,0.11894,0.11857,0.076617,0.092156,0.24257,0.053327,0.33278,0.033402,0.37816,0.07351,0.40444,0
0.074973,0.15033,0.10793,0.19479,0.64799,0.071831,0.43121,0.10097,0.31732,0.028297,0.083372,0.32732,0.13866,0.3699,0.19878,0.085369,0.02366,0.12494,0.16181,0.039639,0.082993,0.14181,0.10532,0.089043,0.084332,0.074301,0.020197,0.059051,0.10387,0.03587,0.081607,0.073991,0.091025,0.032238,0.04871,0.055044,0.05466,0.093269,0.065292,0.027097,0.078227,0.026441,0.058291,0.06777,0.040907,0.04991,0.094731,0.071795,0.09267,0.040935,0.057742,0.019512,0.064435,0.045176,0.13325,0.068852,0.10734,0.038172,0.13057,0.12953,0.09821,0.14467,0.095613,0.074626,0.10948,0.020213,0.11639,0.24577,0.10267,0.34775,0.026833,0.40137,0.035107,0.4161,0.12768,0.30157,0
0.059108,0.10089,0.074581,0.38558,0.57933,0.032159,0.3894,0.082911,0.35948,0.096414,0.087923,0.25866,0.054454,0.30198,0.21663,0.0052586,0.11416,0.10127,0.073952,0.060827,0.13035,0.1638,0.026683,0.1361,0.12929,0.024363,0.04582,0.14591,0.10288,0.027506,0.14707,0.10464,0.0096226,0.023211,0.061626,0.052658,0.034249,0.16416,0.052699,0.023462,0.13008,0.035159,0.057021,0.025357,0.038327,0.013211,0.098873,0.04412,0.12285,0.020661,0.0064639,0.013275,0.015294,0.067053,0.089978,0.085963,0.1092,0.067249,0.022593,0.028219,0.0080752,0.11693,0.055103,0.15567,0.077617,0.1371,0.019177,0.071713,0.0024235,0.19792,0.012997,0.32427,0.021159,0.3843,0.081067,0.44568,0
0.012237,0.090516,0.084213,0.35019,0.48119,0.023898,0.40872,0.06208,0.43682,0.1823,0.0069861,0.13745,0.03328,0.31464,0.082636,0.019946,0.17307,0.0030468,0.07836,0.14697,0.0024365,0.011473,0.034976,0.14078,0.027853,0.018665,0.10801,0.0077718,0.086954,0.096347,0.0028267,0.081014,0.017852,0.063742,0.076222,0.0073983,0.065641,0.018208,0.11091,0.040745,0.014812,0.094623,0.018293,0.025991,0.016431,0.090532,0.041901,0.045516,0.022186,0.070592,0.023453,0.11721,0.017969,0.073314,0.02116,0.077306,0.013109,0.11808,0.034579,0.09632,0.025052,0.012179,0.038227,0.14667,0.017284,0.19682,0.051108,0.10372,0.031894,0.12322,0.051203,0.2452,0.0087548,0.42169,0.017067,0.3701,0
