0.17471,-0.11224
-0.16036,0.11282
0.17713,-0.11457
0.026862,0.15335
-0.10221,-0.16635
0.051829,-0.058701
-0.10693,-0.16198
0.10731,0.052032
0.037583,0.041248
-0.01786,-0.07948
0.046683,-0.19442
0.036966,-0.05949
-0.068635,0.064355
-0.0859,-0.027613
0.092398,0.082016
0.074308,-0.18976
0.10298,0.073816
-0.075149,-0.027919
0.034271,0.057764
-0.16427,0.098033
-0.18437,-0.0087103
0.032327,0.084824
-0.023176,0.17246
-0.10355,0.017264
-0.083209,-0.043727
0.10523,0.056449
0.018228,-0.079434
0.030549,-0.1968
0.063351,0.1392
0.069052,0.12653
-0.0014598,-0.074128
-0.12943,0.13762
0.063484,0.13067
-0.048964,-0.061408
0.030696,0.14711
-0.10335,-0.0030684
0.038407,0.049462
-0.09983,-0.1617
0.0012722,0.095243
-0.1853,0.073998
0.058754,-0.044789
0.23861,0.0097717
0.072932,0.1136
0.077341,-0.026876
0.041448,-0.07358
-0.075648,0.062799
-0.087318,0.027435
-0.082427,-0.041917
-0.039399,-0.182
-0.083732,0.022678
0.2146,-0.065376
-0.074136,-0.026617
-0.021214,-0.085495
-0.05204,-0.068512
-0.13257,0.12258
0.0014659,0.1791
-0.18727,0.0028918
-0.16912,-0.09532
-0.077838,0.060224
0.030711,-0.19584
0.044002,-0.18714
0.14845,-0.14063
-0.085531,0.0015832
0.091349,-0.018618
-0.091474,0.027334
-0.037243,-0.077275
0.081359,0.064823
-0.00040563,-0.072922
-0.13801,-0.13794
-0.079247,-0.044273
-0.085691,0.16647
-0.059987,0.16886
0.090213,-0.022803
-0.16321,0.092117
0.030501,0.023589
0.093289,-0.0027109
0.23184,-0.015922
0.2158,-0.053103
0.093827,0.020924
0.024145,0.055069
-0.031404,0.093008
0.14915,-0.14255
0.031733,0.044134
0.02287,0.069089
0.10728,0.036359
-0.014702,-0.082769
0.00056601,0.082467
0.087849,0.035093
-0.1025,0.045073
-0.077105,0.077532
0.093023,0.089061
0.071007,-0.18887
0.056069,0.1412
-0.079666,0.064545
0.00016195,-0.1984
-0.092627,-0.0080129
-0.042042,0.094526
0.21963,-0.046815
-0.10095,0.011129
-0.027154,0.09724
